,A_G,A_L,Revenue_G_CP,Revenue_L_CP
0,0.5,0.5,92.98599899558957,-264.57829084858656
1,0.5,0.5,101.5481051516999,-233.30770587279233
2,0.5,0.5,92.47925664844321,-282.84739496675127
3,0.5,0.5,92.00769334837882,-240.08883290857662
4,0.5,0.5,93.60607879662301,-253.7378216262324
5,0.5,0.5,97.91742757958721,-219.11175959138242
6,0.5,0.5,95.46420290897451,-269.0058182697358
7,0.5,0.5,90.05692747805308,-290.67445505323616
8,0.5,0.5,95.61883915933026,-229.79522083188135
9,0.5,0.5,96.33295522840217,-239.92079511419485
10,0.5,0.5,95.53202424048366,-273.4413279587112
11,0.5,0.5,95.74332345440885,-250.2625611568446
12,0.5,0.5,97.40532528457877,-279.13968016894705
13,0.5,0.5,90.14527576135058,-251.46497859076683
14,0.5,0.5,100.13450427327722,-255.00137732696476
15,0.5,0.5,95.9490911990222,-300.7028638539791
16,0.5,0.5,93.12734424430343,-249.35282194062918
17,0.5,0.5,91.62550609576331,-263.4607375187527
18,0.5,0.5,91.38285944095554,-236.1327593139697
19,0.5,0.5,97.90921405393475,-260.640123920222
20,0.5,0.5,97.77735286005954,-226.3907057109128
21,0.5,0.5,98.4043272540671,-240.66047569913394
22,0.5,0.5,94.88523032315028,-260.5050017060679
23,0.5,0.5,92.81277266533961,-274.9270789633996
24,0.5,0.5,97.15498778018018,-213.12640689299147
25,0.5,0.5,102.64799018213424,-271.5814886986125
26,0.5,0.5,95.68271300383516,-284.435876611165
27,0.5,0.5,100.64238926838078,-244.5613834493877
28,0.5,0.5,100.1182308809272,-264.0216247026107
29,0.5,0.5,87.34019045912235,-260.79608878716755
30,0.5,0.5,99.51241194333048,-248.07406150627708
31,0.5,0.5,85.18243560330517,-246.49423785815088
32,0.5,0.5,97.48248588499047,-250.52665628888744
33,0.5,0.5,93.36698868910551,-293.49423355137407
34,0.5,0.5,93.41623983124992,-282.7316492814529
35,0.5,0.5,89.89066712427731,-272.46314806755976
36,0.5,0.5,99.45472837367674,-269.8019797192896
37,0.5,0.5,99.55799674240468,-239.3092279972279
38,0.5,0.5,102.74642249515138,-227.57574905945833
39,0.5,0.5,90.44843899016256,-256.51010386234725
40,0.5,0.5,97.1816290505717,-251.1744359135977
41,0.5,0.5,103.3229035647969,-258.4767832284222
42,0.5,0.5,95.78045576252768,-238.14958339214564
43,0.5,0.5,87.22714015771763,-289.7655259324091
44,0.5,0.5,90.0825295336808,-266.0151436771366
45,0.5,0.5,91.68361438641114,-232.4361527305488
46,0.5,0.5,86.47751080899883,-276.1928104895135
47,0.5,0.5,96.37680448962313,-307.87385198668636
48,0.5,0.5,94.87820141978293,-245.86383645369125
49,0.5,0.5,94.75584348673146,-234.49822077398204
50,0.5,0.5,93.07741876124207,-242.15248491506384
51,0.5,0.5,97.35965301856805,-203.24546217378418
52,0.5,0.5,105.60847429873986,-264.6456354589364
53,0.5,0.5,102.20453548814788,-275.00040272658873
54,0.5,0.5,91.11052651109762,-249.01792316899963
55,0.5,0.5,96.23347853940545,-257.106327242655
56,0.5,0.5,100.68008714375455,-242.3715428990617
57,0.5,0.5,103.25021663880548,-236.59431105525513
58,0.5,0.5,91.21529163737031,-276.98535108223
59,0.5,0.5,94.66467138226987,-262.58357954616014
60,0.5,0.5,97.60015619858902,-286.68572331766796
61,0.5,0.5,93.46354058746871,-220.4694313395354
62,0.5,0.5,86.86131467813767,-264.30607181874956
63,0.5,0.5,92.44514303097438,-270.86495911220436
64,0.5,0.5,84.98419823081362,-253.54929040215384
65,0.5,0.5,97.91019374928574,-227.1082289682456
66,0.5,0.5,100.54839177907569,-248.15493347108756
67,0.5,0.5,94.6064335188757,-251.42253538917078
68,0.5,0.5,96.48388906117266,-258.3994271754008
69,0.5,0.5,99.77183484782347,-262.055179709408
70,0.5,0.5,88.47154871635638,-274.32725981765503
71,0.5,0.5,96.19293020651737,-265.9532171799898
72,0.5,0.5,90.04936681209817,-255.8989734707614
73,0.5,0.5,94.47395717521199,-276.23204315476664
74,0.5,0.5,98.13685428027986,-283.0336911664263
75,0.5,0.5,94.37023252275485,-241.6664926466495
76,0.5,0.5,91.06646353236582,-260.57987059141135
77,0.5,0.5,102.0143038339893,-219.16170870826826
78,0.5,0.5,99.54094137286177,-231.33558459260132
79,0.5,0.5,99.21829849549776,-233.43251927053475
80,0.5,0.5,93.67908580308888,-269.28296364819494
81,0.5,0.5,91.0044094283783,-238.83126392516658
82,0.5,0.5,90.09475834576295,-286.17251447198873
83,0.5,0.5,98.45665145125355,-246.04593700514565
84,0.5,0.5,92.03673668213537,-238.5039865351336
85,0.5,0.5,91.07573622392187,-297.7489666555963
86,0.5,0.5,100.48958345005295,-277.8127374511756
87,0.5,0.5,95.4544893979784,-255.43328761246767
88,0.5,0.5,92.94024754640604,-224.33161027993503
89,0.5,0.5,89.89562060276134,-254.04441732069188
90,0.5,0.5,106.02372813151888,-253.03614216333762
91,0.5,0.5,94.15326450578927,-246.73824516489736
92,0.5,0.5,87.502404375962,-268.9707610248819
93,0.5,0.5,101.41828324507749,-255.62227522403185
94,0.5,0.5,91.37371174981708,-268.9463874651709
95,0.5,0.5,97.26589786215517,-246.5243868756184
96,0.5,0.5,95.13644846316052,-249.87342362724675
97,0.5,0.5,96.15002448653553,-242.83016075756174
98,0.5,0.5,97.95273822446121,-264.1107813053101
99,0.5,0.5,102.21572529569772,-208.0776536814969
100,0.5,0.5,99.59075592295672,-266.32664452269455
101,0.5,0.5,96.56498111756741,-254.4076754318998
102,0.5,0.5,94.3979883383235,-290.4872961752789
103,0.5,0.5,96.50068247728343,-229.32547782392126
104,0.5,0.5,91.35986511316001,-290.101802879883
105,0.5,0.5,90.71656237768008,-247.41678733702076
106,0.5,0.5,85.22578475705185,-279.0928028735979
107,0.5,0.5,96.60897678177784,-287.305282388534
108,0.5,0.5,99.21346334341997,-238.75279375473386
109,0.5,0.5,93.49015940846257,-269.63409406236065
110,0.5,0.5,94.54540347847055,-234.58113068831778
111,0.5,0.5,102.43530291177751,-237.47948398318056
112,0.5,0.5,96.78261163570917,-292.8205416539933
113,0.5,0.5,87.9345798924108,-251.37997461946136
114,0.5,0.5,99.1441072665916,-261.70109548838144
115,0.5,0.5,97.81974339989199,-252.6109660123395
116,0.5,0.5,94.53019806588146,-238.27612960510527
117,0.5,0.5,99.93805761696603,-275.71313011988985
118,0.5,0.5,105.18051421671215,-245.7294613915182
119,0.5,0.5,100.62951271736225,-217.75582651787818
120,0.5,0.5,100.63440569832568,-251.99488313908057
121,0.5,0.5,101.95157783912629,-222.19945143181653
122,0.5,0.5,98.48467536595889,-266.4222714214775
123,0.5,0.5,87.81182590497359,-273.9372778162573
124,0.5,0.5,91.35880883047712,-243.85074829131634
125,0.5,0.5,99.45106872873988,-284.41630000798574
126,0.5,0.5,98.28168087789709,-229.49453499333495
127,0.5,0.5,86.82299420779688,-282.8185294927202
128,0.5,0.5,95.75492812952545,-260.3064858285012
129,0.5,0.5,94.53131137782498,-254.1454975016874
130,0.5,0.5,98.49997349339998,-235.06647266360756
131,0.5,0.5,95.99454445649714,-237.38850979676383
132,0.5,0.5,97.51205713208694,-307.8018002674941
133,0.5,0.5,96.3655384970622,-220.1706678801158
134,0.5,0.5,97.78194785677523,-244.56884159343147
135,0.5,0.5,92.0701745216679,-264.6634380085704
136,0.5,0.5,108.20398469915476,-244.05563568125672
137,0.5,0.5,89.9882237499788,-246.57595523643067
138,0.5,0.5,92.84390387049778,-229.4083750069891
139,0.5,0.5,100.15398076834036,-251.83773532659254
140,0.5,0.5,95.90125421571724,-278.63071757414156
141,0.5,0.5,97.00539637094944,-242.4826767664535
142,0.5,0.5,95.942012363628,-255.13179568145813
143,0.5,0.5,96.43084499255937,-240.9771928836574
144,0.5,0.5,92.6066108303739,-259.04481267492076
145,0.5,0.5,98.93940542016925,-259.0094603906034
146,0.5,0.5,100.6269712522585,-273.9408779990921
147,0.5,0.5,94.42739953674288,-245.00019908785708
148,0.5,0.5,96.9534973397467,-263.8650765482636
149,0.5,0.5,93.16672466758625,-257.336177782092
150,0.5,0.5,96.50732263500817,-248.57704002953372
151,0.5,0.5,96.16622230672,-219.24210380651138
152,0.5,0.5,90.57397813305056,-300.8916877523434
153,0.5,0.5,104.62541398353194,-261.21630465458674
154,0.5,0.5,97.61574508452733,-222.6638009766991
155,0.5,0.5,98.38883334165662,-232.64939962711213
156,0.5,0.5,89.90569634833979,-249.4810032838684
157,0.5,0.5,87.40713175154147,-254.41621463994122
158,0.5,0.5,95.49822062631159,-276.3507803954578
159,0.5,0.5,87.35936061843836,-279.73352368302966
160,0.5,0.5,106.38520468918232,-274.6432963039177
161,0.5,0.5,94.93837284990002,-250.11449223305527
162,0.5,0.5,88.89396446399837,-262.3533202276063
163,0.5,0.5,102.09691850202826,-239.36412554166313
164,0.5,0.5,102.0153498456448,-249.0276853161405
165,0.5,0.5,99.35917329087438,-272.0593286984685
166,0.5,0.5,85.58293458474317,-273.35519423389223
167,0.5,0.5,106.11880908219659,-228.84658108944012
168,0.5,0.5,89.83893445658929,-223.38000394576713
169,0.5,0.5,100.69549063798152,-217.0694684763571
170,0.5,0.5,91.60502841286011,-255.8629604720992
171,0.5,0.5,101.62698711216768,-263.05003520246953
172,0.5,0.5,98.21394714418295,-263.7559980622991
173,0.5,0.5,100.55300153705045,-239.51535158983876
174,0.5,0.5,94.28960615425355,-218.46827303901728
175,0.5,0.5,88.77704798969906,-294.97376048560307
176,0.5,0.5,91.18886475119733,-286.82007642680213
177,0.5,0.5,96.50055378412968,-252.52670876704786
178,0.5,0.5,87.80580073717167,-270.6632150470454
179,0.5,0.5,98.10815802347393,-246.97383100559173
180,0.5,0.5,95.0942145426335,-273.577649921871
181,0.5,0.5,89.04014200144987,-262.3549573874889
182,0.5,0.5,100.17413931214635,-268.41344722211716
183,0.5,0.5,84.824424362139,-270.9666734592345
184,0.5,0.5,92.37511051230884,-259.7963412904621
185,0.5,0.5,95.66843421400154,-261.26902604852364
186,0.5,0.5,105.06732356615865,-254.38140819254627
187,0.5,0.5,105.23795145998226,-271.9424761986107
188,0.5,0.5,95.4411848232723,-233.56317368628754
189,0.5,0.5,100.49589273583771,-223.63575319288722
190,0.5,0.5,95.40591990833629,-268.7114450174937
191,0.5,0.5,93.4404020883604,-251.28780815980176
192,0.5,0.5,97.46818171433581,-268.8180543349803
193,0.5,0.5,91.59744656956532,-254.72305422745526
194,0.5,0.5,98.24922652929048,-254.9851207878756
195,0.5,0.5,92.57603272613947,-255.35389025963096
196,0.5,0.5,87.19473937187006,-242.74737076044764
197,0.5,0.5,100.68371908602036,-228.89036679967188
198,0.5,0.5,96.2798795622876,-248.74717389208377
199,0.5,0.5,101.68809669159096,-283.0939208625805
200,0.5,0.5,90.51410182821414,-234.55757050592118
201,0.5,0.5,81.02682899060726,-270.39423308814304
202,0.5,0.5,89.91402744893524,-282.21137803834597
203,0.5,0.5,91.79028985317352,-249.98100725865692
204,0.5,0.5,99.88535666744124,-234.64678965964475
205,0.5,0.5,100.54745665369789,-279.46632111183703
206,0.5,0.5,91.1905926675839,-306.8843456764533
207,0.5,0.5,93.64456861738064,-243.1995032355398
208,0.5,0.5,92.97287517379269,-247.49827800546456
209,0.5,0.5,96.94382947698568,-286.86999433067734
210,0.5,0.5,100.3689316091606,-240.36306042445182
211,0.5,0.5,90.62346903675922,-266.1918052161958
212,0.5,0.5,100.98393318614205,-298.0966314097318
213,0.5,0.5,103.87158414124576,-266.81172364344843
214,0.5,0.5,96.97895183371806,-297.5394751165067
215,0.5,0.5,96.10293153323693,-233.678979897486
216,0.5,0.5,97.97550224749213,-257.49295386713794
217,0.5,0.5,93.98751434715126,-246.4496460749891
218,0.5,0.5,100.45413054948703,-230.9817893872845
219,0.5,0.5,96.62223250223659,-274.1184049578607
220,0.5,0.5,99.35267862754688,-240.77518051851266
221,0.5,0.5,93.45118393082386,-270.37233901369007
222,0.5,0.5,98.50170995330879,-258.3786005264768
223,0.5,0.5,89.34301045216415,-260.0181217989277
224,0.5,0.5,92.16547807420713,-263.0035468826996
225,0.5,0.5,101.15242096693424,-246.97084703596525
226,0.5,0.5,94.59336406974437,-226.82340634932513
227,0.5,0.5,108.91395433318846,-266.53388836999335
228,0.5,0.5,83.22798510028541,-282.74031984621297
229,0.5,0.5,92.19882384021382,-275.121268745863
230,0.5,0.5,93.48007900972897,-276.44576773946125
231,0.5,0.5,83.08997115861729,-262.71997274772514
232,0.5,0.5,96.23769238695661,-209.62763653745756
233,0.5,0.5,99.03339772762364,-220.38255614667412
234,0.5,0.5,90.63070583373559,-238.88634164415546
235,0.5,0.5,89.76995858859813,-289.015949594251
236,0.5,0.5,88.61835926934819,-268.6984885000756
237,0.5,0.5,96.95654988495448,-249.5890729751619
238,0.5,0.5,92.31193258992201,-234.984889382071
239,0.5,0.5,97.50703013050416,-252.75133678903197
240,0.5,0.5,93.02723770368603,-246.86968604559374
241,0.5,0.5,97.65254969114096,-260.51993310546436
242,0.5,0.5,92.79396653541575,-238.7877044279636
243,0.5,0.5,103.22563722433345,-247.705174504195
244,0.5,0.5,89.54264074307409,-249.61246264776202
245,0.5,0.5,92.02924043516286,-273.7804321893063
246,0.5,0.5,89.82154908887955,-258.88885221556893
247,0.5,0.5,93.11433690280295,-239.6825452766484
248,0.5,0.5,101.2026003894182,-237.79332262986134
249,0.5,0.5,82.32794750596457,-293.8851382633315
250,0.5,0.5,101.49130398868533,-254.9384527575178
251,0.5,0.5,93.01424392975412,-258.04704865093044
252,0.5,0.5,105.36075248956364,-248.33435491249665
253,0.5,0.5,103.63069484675833,-287.36545162591307
254,0.5,0.5,106.47889015211767,-278.3586726968966
255,0.5,0.5,99.48237455678175,-270.8111363474899
256,0.5,0.5,104.15847842578708,-233.20621985353628
257,0.5,0.5,99.32957939550816,-242.27605584940926
258,0.5,0.5,96.6469659817582,-259.4541734228117
259,0.5,0.5,100.05995619610842,-226.81275619638132
260,0.5,0.5,93.33532449908336,-258.67561456528506
261,0.5,0.5,91.17892399049938,-279.9999845330183
262,0.5,0.5,84.58374957961216,-285.4698572686787
263,0.5,0.5,99.60402125990582,-251.94003297420198
264,0.5,0.5,101.77888776933601,-237.14225141122006
265,0.5,0.5,107.35383984750837,-240.59551631593587
266,0.5,0.5,99.59535719562953,-277.91509734038823
267,0.5,0.5,85.61800239378357,-265.83368837298775
268,0.5,0.5,88.14951947577492,-272.2939448296027
269,0.5,0.5,85.00555234269012,-276.0561432235643
270,0.5,0.5,93.96978507667824,-280.48242549001213
271,0.5,0.5,102.47086263959818,-192.55130350350416
272,0.5,0.5,98.97931717454355,-229.8026190522126
273,0.5,0.5,97.9743767737283,-283.3691044631327
274,0.5,0.5,85.8280513375135,-276.33479766759797
275,0.5,0.5,91.69486609957411,-231.92465528213182
276,0.5,0.5,89.58036745803406,-245.4877536599652
277,0.5,0.5,100.03096346614132,-244.22703349626582
278,0.5,0.5,101.7148183989759,-205.74089626824798
279,0.5,0.5,97.42883079369234,-254.97816903921517
280,0.5,0.5,101.03956251281093,-267.9624291569551
281,0.5,0.5,94.5216761626146,-264.14312908881305
282,0.5,0.5,89.92000677391687,-263.7595199554083
283,0.5,0.5,93.93045533028327,-242.6334127051942
284,0.5,0.5,95.31302058305431,-249.34112102318238
285,0.5,0.5,97.72154313284474,-225.0415163217611
286,0.5,0.5,95.6575610228362,-271.30859504598965
287,0.5,0.5,99.0662972178541,-292.06599085833574
288,0.5,0.5,104.15684144607158,-248.2674768121174
289,0.5,0.5,94.94456261033386,-250.33642340992068
290,0.5,0.5,97.55717573554698,-254.80800086987318
291,0.5,0.5,83.9084270537482,-291.58266765878335
292,0.5,0.5,104.37721010957458,-231.03774883574727
293,0.5,0.5,96.42115836586694,-270.30658326945303
294,0.5,0.5,94.14828595439613,-240.89346724304778
295,0.5,0.5,95.50200347254,-223.7138655780184
296,0.5,0.5,93.15757232890563,-229.20928340118255
297,0.5,0.5,94.11141699959643,-230.18509112101313
298,0.5,0.5,97.1001776846659,-247.12661806508157
299,0.5,0.5,96.87323513323918,-250.95773654170583
300,0.5,0.5,102.30006686852482,-227.28827680390594
301,0.5,0.5,95.5737004738131,-245.6499930724072
302,0.5,0.5,86.198748722277,-291.3991650394911
303,0.5,0.5,92.75250978717354,-241.46982334472648
304,0.5,0.5,88.68779932434089,-270.3968128532199
305,0.5,0.5,83.8926809038372,-302.11292195287416
306,0.5,0.5,98.88170057994391,-256.3521104951103
307,0.5,0.5,89.64411874539529,-278.32675375306076
308,0.5,0.5,98.3772633407332,-266.95492718251114
309,0.5,0.5,106.1914599760161,-292.84026179854555
310,0.5,0.5,97.0004809092896,-235.7492158313375
311,0.5,0.5,99.60874332455192,-244.22660610492147
312,0.5,0.5,96.28054010728093,-243.5774634050015
313,0.5,0.5,92.82676373646106,-249.876320958132
314,0.5,0.5,101.59755669242595,-265.43395387998083
315,0.5,0.5,97.04597920484227,-249.6953009701009
316,0.5,0.5,91.86593112543632,-255.98148391689801
317,0.5,0.5,97.5791837556201,-242.14630070925756
318,0.5,0.5,92.34235785076484,-261.9725654146512
319,0.5,0.5,94.28946122427662,-221.37481007910145
320,0.5,0.5,87.29724481188465,-278.2431890893777
321,0.5,0.5,91.46737971687178,-285.69541048956984
322,0.5,0.5,98.90838825463794,-212.67084566820358
323,0.5,0.5,89.4348363235931,-251.71758576693375
324,0.5,0.5,97.29657175495257,-268.5764708209795
325,0.5,0.5,94.46057077255458,-285.00081562673745
326,0.5,0.5,98.77466745472552,-211.38458842109287
327,0.5,0.5,93.90708753732149,-268.2429392467648
328,0.5,0.5,90.70793340254521,-281.93647930184795
329,0.5,0.5,97.5596527919199,-239.97655978713624
330,0.5,0.5,98.05045517221042,-232.89646263679387
331,0.5,0.5,91.1051790713108,-291.3987558843345
332,0.5,0.5,100.70940597387185,-219.1345007457183
333,0.5,0.5,93.30279803890889,-230.18131776379403
334,0.5,0.5,95.07569075161183,-239.0753750622845
335,0.5,0.5,86.71115232312759,-300.6388693283487
336,0.5,0.5,93.08158526495052,-243.4326404275217
337,0.5,0.5,101.52481837879128,-214.2847040352503
338,0.5,0.5,96.77193993080465,-238.9073882066979
339,0.5,0.5,96.81121851432594,-259.5809977327072
340,0.5,0.5,99.29063966736598,-269.201582305134
341,0.5,0.5,100.41895453734719,-238.72400070934196
342,0.5,0.5,99.24844940190691,-250.6434657915735
343,0.5,0.5,90.70234688489865,-317.4251877389991
344,0.5,0.5,95.47396841846472,-260.99532753414405
345,0.5,0.5,100.64260623645193,-252.05498709881056
346,0.5,0.5,89.35173995626987,-240.64206582497985
347,0.5,0.5,93.83972265055098,-255.73038351136634
348,0.5,0.5,96.60040616954798,-255.20835187712296
349,0.5,0.5,96.41333512403934,-217.63310138037752
350,0.5,0.5,95.01778836051818,-281.9685622933831
351,0.5,0.5,88.62800095996249,-251.1106986000568
352,0.5,0.5,99.76077009391767,-208.145191903363
353,0.5,0.5,88.41109842774527,-265.3141894309683
354,0.5,0.5,97.7610471286659,-234.85789228755343
355,0.5,0.5,103.89237714166191,-315.41922010853733
356,0.5,0.5,102.37966362479607,-282.69813769788186
357,0.5,0.5,93.52146586580064,-255.54950989025335
358,0.5,0.5,95.81410549317154,-264.79751732014586
359,0.5,0.5,87.98218389383405,-274.4372214952226
360,0.5,0.5,93.53262579573553,-312.7583474840998
361,0.5,0.5,98.33987982641897,-250.00535765329522
362,0.5,0.5,107.87335041822416,-248.4475905104456
363,0.5,0.5,96.99356159374275,-270.11854158337326
364,0.5,0.5,105.86291880670827,-303.3645407416751
365,0.5,0.5,94.45128246018942,-234.78308934024372
366,0.5,0.5,90.2449049771593,-247.22925840475048
367,0.5,0.5,89.29469527329027,-287.9152415636393
368,0.5,0.5,102.25714287720447,-284.76430024700676
369,0.5,0.5,100.76625725475981,-259.9366536170356
370,0.5,0.5,88.69250794681783,-266.9920745585214
371,0.5,0.5,95.52909898854885,-275.5896732968995
372,0.5,0.5,105.13983698973158,-259.3694444418483
373,0.5,0.5,98.68125525394926,-255.43297071970835
374,0.5,0.5,96.12357261821369,-259.2169671750589
375,0.5,0.5,93.40626992001657,-277.3849930204132
376,0.5,0.5,103.79076215299284,-221.68276736691564
377,0.5,0.5,92.39828588124404,-234.84339694314335
378,0.5,0.5,105.45460576032022,-243.3172610635004
379,0.5,0.5,100.57222991338736,-249.4771938195846
380,0.5,0.5,92.62727941774168,-234.26295665244623
381,0.5,0.5,102.57099683425686,-243.95740336849516
382,0.5,0.5,88.43989357211464,-263.1837937438014
383,0.5,0.5,96.38773732163578,-272.0419404159104
384,0.5,0.5,93.91518199072466,-286.98907228869524
385,0.5,0.5,89.44033487279287,-261.2950540791768
386,0.5,0.5,94.17368791257516,-273.35448694732816
387,0.5,0.5,101.006655379938,-230.81729429403893
388,0.5,0.5,88.28577137445335,-262.34236992181775
389,0.5,0.5,97.69512017563653,-292.7631116172208
390,0.5,0.5,91.26609938844612,-260.318434208225
391,0.5,0.5,99.42448618688009,-289.47796842363596
392,0.5,0.5,99.05002825294747,-226.84253546501057
393,0.5,0.5,92.5418523109444,-230.11768282960307
394,0.5,0.5,102.02121916614838,-272.2224350102475
395,0.5,0.5,87.2709650527661,-253.84726047234474
396,0.5,0.5,88.53332005867914,-255.86466299212637
397,0.5,0.5,83.21108965036832,-256.81270466069265
398,0.5,0.5,98.08498833609681,-280.77242523764073
399,0.5,0.5,84.54489631547581,-280.4589656003002
400,0.5,0.5,98.86180020495587,-257.36736592395704
401,0.5,0.5,97.7701467501859,-238.45400011023415
402,0.5,0.5,91.51092689961077,-285.8430001563429
403,0.5,0.5,100.12889035781345,-222.77229819694963
404,0.5,0.5,88.64989184406224,-299.5810305570148
405,0.5,0.5,97.09093488738765,-223.3108449437923
406,0.5,0.5,92.32353451555588,-271.6616835197013
407,0.5,0.5,93.91712761949692,-253.77847273872777
408,0.5,0.5,88.0910805052848,-230.99676990307586
409,0.5,0.5,86.07596267953697,-266.87340144856626
410,0.5,0.5,85.5763483510897,-289.5057893147186
411,0.5,0.5,94.91938902123536,-226.93557960441953
412,0.5,0.5,94.21314860687727,-298.22639626014217
413,0.5,0.5,96.06441779933535,-266.6241487826269
414,0.5,0.5,94.70629800219098,-249.7847306670863
415,0.5,0.5,102.87788605446184,-241.00022090372676
416,0.5,0.5,91.90256714221093,-277.4735073167262
417,0.5,0.5,95.12093830240936,-201.45403191099635
418,0.5,0.5,99.2782399786008,-260.0733817169698
419,0.5,0.5,100.85159830196002,-213.12446535244814
420,0.5,0.5,97.27955218874763,-246.8039476780549
421,0.5,0.5,94.82241014770963,-290.03300882141696
422,0.5,0.5,87.45447263847718,-250.1181390805943
423,0.5,0.5,97.10383551852169,-257.52745888845186
424,0.5,0.5,98.41881183029946,-247.3413087008986
425,0.5,0.5,94.36083709384584,-274.4694563163341
426,0.5,0.5,82.36599410077717,-267.622539520326
427,0.5,0.5,99.60269283273882,-245.53534871496194
428,0.5,0.5,89.25602103198366,-258.7038092768021
429,0.5,0.5,94.95179857622497,-261.9992506052163
430,0.5,0.5,106.3879082674211,-258.9717126751049
431,0.5,0.5,100.67423043614873,-276.1176932149677
432,0.5,0.5,94.67346097624319,-263.388068636387
433,0.5,0.5,98.08789778644872,-234.27764146092744
434,0.5,0.5,107.31052696500404,-236.88761554437815
435,0.5,0.5,95.2747111585806,-214.80552183474683
436,0.5,0.5,96.50031571457191,-242.09715943990167
437,0.5,0.5,97.9957995683115,-223.8916738589885
438,0.5,0.5,93.17289110374696,-277.6058914973512
439,0.5,0.5,101.19781064981223,-267.0641957163081
440,0.5,0.5,90.02876341788739,-246.6610124222776
441,0.5,0.5,92.81135725160141,-273.0008370935431
442,0.5,0.5,104.66953932510994,-263.65369585920575
443,0.5,0.5,87.26335788717057,-243.1006129514195
444,0.5,0.5,96.2451515908966,-272.3962352135661
445,0.5,0.5,98.67860007154336,-253.63678779253482
446,0.5,0.5,83.20747823134468,-257.7007224275147
447,0.5,0.5,97.8602008127293,-240.44370487494052
448,0.5,0.5,96.98513489915419,-248.67564118185996
449,0.5,0.5,91.232380414796,-262.32067078593
450,0.5,0.5,107.01624858154082,-281.99905549886427
451,0.5,0.5,96.17368393026604,-266.8690960829624
452,0.5,0.5,91.13953594591094,-259.70365678521387
453,0.5,0.5,88.73543952659446,-249.72827674038578
454,0.5,0.5,95.57654432362652,-275.7451413374036
455,0.5,0.5,85.22773659876898,-236.32698643872772
456,0.5,0.5,89.03243594004543,-252.15200109213367
457,0.5,0.5,96.34131285782459,-229.8509643084257
458,0.5,0.5,100.13382029052508,-228.64814437899952
459,0.5,0.5,102.24368290130394,-278.18058438521916
460,0.5,0.5,91.27784950981659,-250.79339746431904
461,0.5,0.5,96.60156175754709,-226.68068078692636
462,0.5,0.5,100.43285440327408,-250.98810092437245
463,0.5,0.5,93.8557012868319,-280.3627773500356
464,0.5,0.5,92.91120146376349,-266.26012249473155
465,0.5,0.5,99.19374023834324,-265.2935604344197
466,0.5,0.5,89.27726615273221,-268.66011923369297
467,0.5,0.5,92.75639092967175,-246.57730622127082
468,0.5,0.5,96.94042456295243,-247.9882105212814
469,0.5,0.5,89.80713816881024,-249.2491277603076
470,0.5,0.5,92.60392393019147,-245.31609617709668
471,0.5,0.5,82.96719041048189,-281.0588707877504
472,0.5,0.5,94.52870872666487,-239.47728289025662
473,0.5,0.5,98.81021023565188,-272.9550145628218
474,0.5,0.5,99.83400735163262,-245.96130967444552
475,0.5,0.5,87.20270049475901,-262.77575093406176
476,0.5,0.5,89.3886957342907,-255.9526478469129
477,0.5,0.5,104.29210221983547,-254.01511564344088
478,0.5,0.5,102.3910764059946,-243.36541115747028
479,0.5,0.5,103.46087990917466,-287.9081280145423
480,0.5,0.5,104.30519714016332,-268.1195303291956
481,0.5,0.5,94.01354465058172,-269.8623349758368
482,0.5,0.5,93.12438985999361,-270.2590143956152
483,0.5,0.5,95.37573022595011,-265.4192097666592
484,0.5,0.5,93.46278939582916,-230.978919101487
485,0.5,0.5,102.38510968773177,-234.7170416693644
486,0.5,0.5,99.4017840020253,-231.82484949226543
487,0.5,0.5,94.42907636477065,-267.8064640145009
488,0.5,0.5,96.08834920044866,-253.5215453014521
489,0.5,0.5,92.44472803089364,-213.87417505817277
490,0.5,0.5,103.4426836244271,-250.26631077132802
491,0.5,0.5,105.20345388597549,-269.15283942425395
492,0.5,0.5,93.83524086294373,-261.8104706836108
493,0.5,0.5,96.76828963283788,-247.17819210172783
494,0.5,0.5,93.62020489669976,-250.80852394463025
495,0.5,0.5,101.70339050269965,-266.1928137788963
496,0.5,0.5,90.83686504954203,-249.76325563932937
497,0.5,0.5,90.17423840723423,-242.00536356613705
498,0.5,0.5,96.5020083955265,-243.33380099816625
499,0.5,0.5,92.30113490564037,-263.05451847290107
